restaurant_id;name;category;neighborhood;address;phone;normalized_phone;whatsapp_url;instagram;rating;reviews_count;menu_status;reason;suggested_message
f819055d-464a-4f54-a026-aaf72f9c1e94;SucAçaí;Lanchonete·;Catolé;R. Otacílio Nepomuceno;(83) 3099-3388;558330993388;https://wa.me/558330993388;;4.4;443;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o SucAçaí. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
86aff4f2-7747-4f42-b421-14db8ef1edf2;Varandas Grill;Restaurante·;Três Irmãs;BR-230;(83) 99152-7039;5583991527039;https://wa.me/5583991527039;;4.4;278;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o Varandas Grill. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
000eeebd-b8ed-4f5b-ae51-17ede5b930c3;O Skinão;Restaurante·;Centro;R. Quebra Quilos;(83) 3341-4504;558333414504;https://wa.me/558333414504;;4.1;270;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o O Skinão. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
aafcf36a-77d9-4513-90af-9dadb6ffab3a;A Casa do Pamonheiro;Lanchonete;Pres. Medici;R. Sen. João Cavalcante Arruda;(83) 98875-8520;5583988758520;https://wa.me/5583988758520;;4.4;246;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o A Casa do Pamonheiro. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
1dbabc55-2788-497c-a2d8-e9df1fd719c4;Comida Caseira;Restaurante;Centro;R. Pres. Epitácio Pessoa;(83) 99871-1512;5583998711512;https://wa.me/5583998711512;;4.4;245;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o Comida Caseira. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
df3504ac-000d-4907-a616-66c0cac09692;churrascaria milenio;Churrascaria·;PB;Av Dep Raimundo asfora;(83) 3335-5334;558333355334;https://wa.me/558333355334;;3.8;237;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o churrascaria milenio. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
19143652-e7ba-437e-8ded-1035b3a951b9;Pousada e Restaurante São Jorge;Incluído: estacionamento;Sandra Cavalcante;R. Profa. Eutécia Vital Ribeiro;(83) 3337-2092;558333372092;https://wa.me/558333372092;;3;181;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o Pousada e Restaurante São Jorge. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
15328e69-59a8-4b77-8c08-4d7f3b2de6ab;açaí;;Velame;R. João Fco. dos Santos;(83) 99140-5309;5583991405309;https://wa.me/5583991405309;;4.5;164;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o açaí. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
66efb477-eaa9-4e15-899a-fffcf4969a1f;Abrigo José Pinheiro;Lanchonete·;José Pinheiro;R. campos Sales;(83) 98801-3376;5583988013376;https://wa.me/5583988013376;;4.3;150;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o Abrigo José Pinheiro. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
0ffc8657-9483-45ed-8426-a500d889143c;York Pizzaria e Lanchonete;Restaurante;;R. Sen. João Cavalcante Arruda - Pres. Medici;(83) 2148-9808;558321489808;https://wa.me/558321489808;;4.5;149;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o York Pizzaria e Lanchonete. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
a9cdc172-9115-4482-a148-2ac39db5ec89;A Barraca;Restaurante;Tambor;Av. João Wallig;(83) 99364-2142;5583993642142;https://wa.me/5583993642142;;4.6;140;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o A Barraca. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
770a3171-3439-4104-ab8c-c16b7f7c1327;Pastel Vip;Pastelaria brasileira;Centro;R. Vig. Calixto - Catolé;(83) 98615-0828;5583986150828;https://wa.me/5583986150828;;5;123;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o Pastel Vip. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
8bf2d4d8-16aa-4bb7-88ad-de1ee7b43c18;RESTAURANTE DOM SABOR;Restaurante self-service·;Liberdade;R. Odon Bezerra;(83) 99679-6060;5583996796060;https://wa.me/5583996796060;;4.6;122;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o RESTAURANTE DOM SABOR. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
4ca1a875-ebea-48c6-9b1f-a73756671d21;Megabite - Hamburgueria & Açaíteria;Hamburgueria;Jardim Paulistano;R. Isaac Catão;(83) 98868-1132;5583988681132;https://wa.me/5583988681132;;4.3;109;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o Megabite - Hamburgueria & Açaíteria. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
f2c697a4-f18f-413f-95d1-546e11430fcf;Oto Sushi Bar;Restaurante japonês·;Liberdade;R. Odon Bezerra;(83) 99661-8340;5583996618340;https://wa.me/5583996618340;;4.3;107;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o Oto Sushi Bar. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
69adf67f-65fa-450a-8579-e1e4bda1c646;Chalé Do Galeto;Restaurante de frango·;Serrotão;R. das Juremas;(83) 98793-9054;5583987939054;https://wa.me/5583987939054;;4;100;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o Chalé Do Galeto. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
b723af38-eb6f-476f-9b68-e4510f5f3608;Restaurante Casa do Caminhoneiro;Restaurante·;R. Santa Terezinha;Rodovia BR-230 Km 146;(83) 98193-1806;5583981931806;https://wa.me/5583981931806;;4.6;100;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o Restaurante Casa do Caminhoneiro. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
964db246-6486-4df0-8211-b44b93e52428;Delícia Pizza Delivery;Pizzaria;Conceição;Tv. Francisco Afonso de Albuquerque;(83) 99942-8191;5583999428191;https://wa.me/5583999428191;;4.7;95;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o Delícia Pizza Delivery. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
c4e11fb5-9be9-41d3-99bf-ed464a3e6fd3;Bar Do Biriba;Bar;Liberdade;R. João Martins Guimarães;(83) 98852-3769;5583988523769;https://wa.me/5583988523769;;4.7;94;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o Bar Do Biriba. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
0a914486-12b1-45ad-92e8-21d95b425141;A Toca - Bar e Petiscaria;Bar e Grill;Centro;R. Raimundo Alves da Silva;(83) 99371-1625;5583993711625;https://wa.me/5583993711625;;4.7;91;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o A Toca - Bar e Petiscaria. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
fe28d8af-8dc2-4355-818c-d51322c0a3f2;Cafeteria Campina Grande – Tia Fatite Unidade Sta Clara;Cafeteria·;617;"Clínica Santa Clara, Térreo - R. Duque de Caxias";(83) 2148-4213;558321484213;https://wa.me/558321484213;;4.7;90;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o Cafeteria Campina Grande – Tia Fatite Unidade Sta Clara. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
ff4f481d-b331-46d1-b205-b50bd05196c5;Restaurante e Pizzaria Cumaru;Restaurante·;Malvinas;R. Lídia Batista Marquês;(83) 98887-6454;5583988876454;https://wa.me/5583988876454;;4.8;80;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o Restaurante e Pizzaria Cumaru. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
220327a2-606d-4ec0-9243-81768a2a9f88;Point do Espetinho;Churrascaria;São José;R. José do Patrocínio;(83) 99613-5443;5583996135443;https://wa.me/5583996135443;;4.6;77;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o Point do Espetinho. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
9d43dcd3-af09-427c-8331-7c03d92e4f4f;Toinho Bar;Bar;;R. João Clementino dos Santos - Malvinas;(83) 98665-5327;5583986655327;https://wa.me/5583986655327;;4.8;76;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o Toinho Bar. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
7e5bf60d-9d2a-4055-a02a-da0ecad2f7b3;Bar da Moela;Bares;José Pinheiro;R. Fernandes Viêira;(83) 3099-1482;558330991482;https://wa.me/558330991482;;4.4;76;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o Bar da Moela. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
8ca6e099-ab40-4ee7-ac03-463abbf3fbd6;Salgados da Luana;Lanchonete;Nova Brasília;R. Chile;(83) 98768-4906;5583987684906;https://wa.me/5583987684906;;5;74;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o Salgados da Luana. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
467e1477-998a-43e8-bb3e-7d90c009db47;Pedo da Carne de Sol;Restaurante;;R. dos Xique-Xique - Malvinas;(83) 99994-4619;5583999944619;https://wa.me/5583999944619;;4.5;70;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o Pedo da Carne de Sol. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
847f1d23-d67f-4b0f-8bea-9435df4538df;Bonnamassa Pizzaria;Pizzaria;Liberdade;R. Rio Grande do Sul;(81) 2148-9843;558121489843;https://wa.me/558121489843;;3.8;69;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o Bonnamassa Pizzaria. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
e1a77a80-b1d5-490b-846f-2cf5597ffd7e;Nossa Sopa;Restaurante;;BR-104 - Ligeiro;(83) 98845-0079;5583988450079;https://wa.me/5583988450079;;4.6;69;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o Nossa Sopa. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
c03b6d8d-515b-4c73-ae60-430aa1e04170;Baiba Petiscaria;Bar;Catolé;R. José Montano Leite;(83) 98610-4000;5583986104000;https://wa.me/5583986104000;;4.4;68;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o Baiba Petiscaria. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
ca248c31-8248-424c-b7d1-a97c5158a785;Quiosque Old Lake;Bar·;José Pinheiro;R. João Florentino de Carvalho;(83) 98704-9258;5583987049258;https://wa.me/5583987049258;;4.3;66;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o Quiosque Old Lake. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
ea3ba41f-9884-435b-babb-ef8e6b61822c;Pastelaria Sulavit;Pastelaria brasileira;Centro;R. Cardoso Viêira;(83) 3321-6391;558333216391;https://wa.me/558333216391;;4.3;65;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o Pastelaria Sulavit. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
b1477bd0-d430-45c9-8cbb-cefda52a3dd6;URQUINHA BAR E RESTAURANTE;Restaurante·;Alto Branco;Av. Manoel Tavares;(83) 3201-7705;558332017705;https://wa.me/558332017705;;4.3;65;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o URQUINHA BAR E RESTAURANTE. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
135b2078-ec38-4c29-8aa6-a5886bee229d;Banfu;Restaurante;Centro;R. Pres. Epitácio Pessoa;(83) 3077-5543;558330775543;https://wa.me/558330775543;;4.1;63;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o Banfu. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
5f549870-fd57-4b69-8377-f79672502325;Sônia Marmitaria;Restaurante self-service·;Malvinas;R. Maria da Guia Muniz Albuquerque;(83) 99652-4596;5583996524596;https://wa.me/5583996524596;;4.6;62;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o Sônia Marmitaria. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
3000da6f-8241-4820-af5e-865a9c575920;Mr'selaht Açaíteria;Loja de açaí;Liberdade;R. Riachuelo;(83) 99394-3375;5583993943375;https://wa.me/5583993943375;;4.9;61;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o Mr'selaht Açaíteria. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
540052d9-0e02-40c1-9641-41f067e2c37b;Galego do Coco;Lanchonete;Catolé;R. Vig. Calixto;(83) 98776-2824;5583987762824;https://wa.me/5583987762824;;4.7;59;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o Galego do Coco. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
b05ac627-f9bd-433a-ba57-c6cf180b1b1c;Casa de Salgados;Lanchonete;Catolé;R. Vig. Calixto;(83) 98642-1561;5583986421561;https://wa.me/5583986421561;;4.4;59;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o Casa de Salgados. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
0286b754-94f8-4209-9352-34ce094dabc7;Eslladoce;Confeitaria;Santa Rosa;R. Equador;(83) 99813-7806;5583998137806;https://wa.me/5583998137806;;4.9;57;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o Eslladoce. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
422e8d2d-34cb-4f89-bb0c-463311240abb;X - Refeições Restaurante;Restaurante·;Centro;Av. Jorn. Assis Chateaubriand;(83) 98871-3740;5583988713740;https://wa.me/5583988713740;;4.1;57;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o X - Refeições Restaurante. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
6d4bffbc-f096-45c0-bb8e-9af080b0d675;Bebidas&cia;Restaurante;Serrotão;R. Maria da Guia Muniz Albuquerque;(83) 99328-2542;5583993282542;https://wa.me/5583993282542;;4.8;54;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o Bebidas&cia. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
498ccca0-b143-41de-aa82-85a18b03f07f;Bar do Netinho;Bar;Cruzeiro;Av. Pres. Juscelino Kubitschek;(83) 3335-1369;558333351369;https://wa.me/558333351369;;4.4;53;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o Bar do Netinho. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
0938daa5-f356-4eae-b871-87f4cd1ea1ce;Sabores do Jardim;Restaurante;Malvinas;R. Jabuticabeiras;(83) 98740-4677;5583987404677;https://wa.me/5583987404677;;4.7;52;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o Sabores do Jardim. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
dbf8ec6c-7977-4f01-b342-9a746d29a5ee;Cida Pastelaria;Pastelaria brasileira;Centro;R. São Malaquias - Serrotão;(83) 98624-1586;5583986241586;https://wa.me/5583986241586;;4.6;50;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o Cida Pastelaria. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
7c12806d-8068-4da8-b772-926dd4dad4a3;Pastel Gourmet;Pastelaria brasileira·;Cruzeiro;R. Manoel Adolfo da Costa;(83) 98745-6589;5583987456589;https://wa.me/5583987456589;;3.3;50;unknown;no_instagram_with_google_phone;"Olá, tudo bem? Estou cadastrando restaurantes de Campina Grande no FilterFood e queria incluir o Pastel Gourmet. Você poderia me enviar o cardápio atualizado por foto, PDF ou link? Se tiver opções/adicionais como sabores, bordas, molhos, acompanhamentos e combos, pode enviar também por favor?"
